approved_cost,state_historical_overrun_avg,sector_historical_overrun_avg,agency_historical_overrun_avg
647.0,262.1247727272727,363.7320911929231,464.6008888888889
334.0,315.531675,363.7320911929231,174.47120879120877
1028.0,486.77029069767445,363.7320911929231,168.97500000000002
877.34,956.9821886792453,363.7320911929231,464.6008888888889
769.93,381.89819935691315,363.7320911929231,464.6008888888889
7612.33,123.14413793103449,363.7320911929231,0.0
198.06,8.301999999999998,363.7320911929231,5.649295550847458
957.95,270.7600688705234,363.7320911929231,5.0842673796791455
384.32,486.77029069767445,363.7320911929231,0.0
198.7,270.7600688705234,363.7320911929231,669.1571205357143
345.38,50.20999999999998,363.7320911929231,5.0842673796791455
402.01,56.79416988416988,363.7320911929231,2.9732515337423315
6663.0,0.0,363.7320911929231,407.5
412.3,270.7600688705234,363.7320911929231,669.1571205357143
237.52,270.7600688705234,363.7320911929231,0.0
43129.0,35025.6,363.7320911929231,1910.85
355.79,0.0,363.7320911929231,5.0842673796791455
4103.0,121.71318327974278,363.7320911929231,499.0127272727272
232.99,351.42589473684217,363.7320911929231,5.0842673796791455
386.51,0.0,363.7320911929231,5.0842673796791455
265.91,956.9821886792453,363.7320911929231,18.41794117647059
3004.63,121.71318327974278,363.7320911929231,0.0
657.21,-10.89734042553192,363.7320911929231,5.0842673796791455
2555.0,132.06352941176476,363.7320911929231,83.60526315789474
784.35,1221.245,363.7320911929231,41.924557021677664
150.21,215.1169805194805,363.7320911929231,32.15372393247269
237.64,177.61824742268038,363.7320911929231,192.9492857142857
351.12,0.0,363.7320911929231,5.0842673796791455
5194.95,121.71318327974278,363.7320911929231,51.05647058823524
2082.98,462.1300000000001,363.7320911929231,41.924557021677664
411.16,28.96202247191011,363.7320911929231,32.15372393247269
1454.0,0.0,363.7320911929231,421.2039097744361
2309.8,123.14413793103449,363.7320911929231,0.0
5365.88,175.0411904761905,363.7320911929231,-0.001315789473683013
373.0,101.70593749999993,363.7320911929231,0.0
1093.35,260.3768181818182,363.7320911929231,32.15372393247269
209.33,-10.89734042553192,363.7320911929231,185.61302013422815
4830.0,0.0,363.7320911929231,0.0
13447.0,375.846,363.7320911929231,715.124375
498.97,195.75224913494807,363.7320911929231,32.15372393247269
258.85,145.4,363.7320911929231,5.649295550847458
366.94,56.79416988416988,363.7320911929231,0.0
14810.0,195.75224913494807,363.7320911929231,669.1571205357143
7844.25,410.75,363.7320911929231,669.1571205357143
207.13,0.0,363.7320911929231,41.97798701298701
240.0,0.0,363.7320911929231,669.1571205357143
1511.57,0.0,363.7320911929231,5.649295550847458
2002.0,-21.43357142857139,363.7320911929231,5.730666666666669
1494.31,51.75999999999999,363.7320911929231,41.924557021677664
562.98,27.634043715847,363.7320911929231,5.0842673796791455
1034.01,187.98075657894734,363.7320911929231,41.97798701298701
322.81,0.0,363.7320911929231,5.649295550847458
248.2,101.70593749999993,363.7320911929231,0.0
297.25,27.634043715847,363.7320911929231,5.649295550847458
210.0,0.0,363.7320911929231,114.72216216216215
2541.13,-558.0800000000002,363.7320911929231,32.15372393247269
1660.19,265.61896265560165,363.7320911929231,41.924557021677664
2907.0,2520.0,363.7320911929231,635.6234693877551
984.07,0.0,363.7320911929231,5.649295550847458
911.24,56.79416988416988,363.7320911929231,41.924557021677664
242.0,0.0,363.7320911929231,5.649295550847458
4546.26,53.03571428571427,363.7320911929231,174.47120879120877
1376.56,132.06352941176476,363.7320911929231,32.15372393247269
1354.0,0.0,363.7320911929231,174.47120879120877
185.09,84.72,363.7320911929231,5.649295550847458
325.0,132.68696,363.7320911929231,141.12833333333333
1269.5,260.3768181818182,363.7320911929231,32.15372393247269
230.06,195.75224913494807,363.7320911929231,0.0
442.42,0.0,363.7320911929231,0.0
31580.0,223.70475409836064,363.7320911929231,2512.6315789473683
1346.82,508.83510752688176,363.7320911929231,32.15372393247269
6708.0,0.0,363.7320911929231,2.127659574468085
230.03,486.77029069767445,363.7320911929231,5.649295550847458
329.82,-132.95,363.7320911929231,41.924557021677664
2298.0,175.0411904761905,363.7320911929231,715.124375
466.42,-40.225445544554454,363.7320911929231,14.872403100775186
464.62,39.93307692307693,363.7320911929231,32.15372393247269
1467.44,51.62951923076919,363.7320911929231,41.924557021677664
860.37,149.50630630630627,363.7320911929231,5.0842673796791455
645.63,104.57000000000004,363.7320911929231,41.924557021677664
386.49,7.646978021978025,363.7320911929231,5.649295550847458
711.01,381.89819935691315,363.7320911929231,0.0
1095.88,56.79416988416988,363.7320911929231,760.053
17112.0,187.98075657894734,363.7320911929231,1228.6439795918368
305.0,956.9821886792453,363.7320911929231,0.0
260.13,215.1169805194805,363.7320911929231,23.371704545454545
693.97,270.7600688705234,363.7320911929231,5.0842673796791455
335.97,0.0,363.7320911929231,0.0
646.27,-12.324545454545458,363.7320911929231,32.15372393247269
195.14,0.0,363.7320911929231,5.0842673796791455
2434.75,121.71318327974278,363.7320911929231,0.0
625.58,315.531675,363.7320911929231,41.924557021677664
698.45,6.324500000000002,363.7320911929231,5.0842673796791455
626.01,115.06428571428569,363.7320911929231,32.15372393247269
1000.27,149.50630630630627,363.7320911929231,5.0842673796791455
263.19,177.61824742268038,363.7320911929231,5.649295550847458
256.16,270.7600688705234,363.7320911929231,571.6111111111111
1209.0,175.0411904761905,363.7320911929231,1537.8174226804128
2400.0,287.41615384615386,363.7320911929231,233.79176470588237
4835.0,175.0411904761905,363.7320911929231,715.124375
488.6,215.1169805194805,363.7320911929231,5.649295550847458
